"Sarscov2" "Stringency_lag1" "mean_temp_lag1" "sin" "cos" "sin.1" "cos.1" "christmas" "easter" "linearTrend"
"2019-06-23" 0 0 11.8714285714286 -0.640313802443797 1.93670862816171 0.290934916548826 2.27002480627645 0 0 3.36139120781241
"2019-06-30" 0 0 14.4285714285714 0.723558108302604 -1.64614612874457 -0.0118571582040224 0.561035453898355 0 0 4.84415570445403
"2019-07-07" 0 0 17.4714285714286 0.62144614245181 -1.14009910257326 -1.00687858597635 -1.78663477269567 0 0 5.80310434746258
"2019-07-14" 0 0 15.4142857142857 -1.38381320481071 -1.12565407774158 0.560082585535799 -2.10865511548883 0 0 5.42138840432846
"2019-07-21" 0 0 17.1142857142857 -0.199064413635222 -0.145228484242849 -0.650987164624462 0.812478310798652 0 0 6.08822309430366
"2019-07-28" 0 0 16.5714285714286 -0.0811988344332884 0.695785012773479 0.0592069942436684 0.681657887166458 0 0 3.58767600534974
"2019-08-04" 0 0 20.7142857142857 -1.06509373249558 1.53643939454076 -0.971695163095717 0.0761421370751943 0 0 7.44577257318729
"2019-08-11" 0 0 18.0142857142857 -0.100790560646863 -1.67811185952315 -0.599831871146668 1.35936801743405 0 0 5.26032594682319
"2019-08-18" 0 0 17.6714285714286 -0.262927076578857 -0.178884691234736 1.61853176051338 1.17362553580034 0 0 6.09078729420778
"2019-08-25" 0 0 15 0.347958996200162 -0.10073853158431 -0.257077004451649 -0.854052822245147 0 0 7.61701514871202
"2019-09-01" 0 0 17.2714285714286 -0.204621173230061 -0.202680181230234 0.71202874354492 0.754178805452263 0 0 5.96566083064339
"2019-09-08" 0 0 17.0285714285714 0.698638808787681 2.13777571179204 0.118954317172551 -0.150496240486918 0 0 3.68203292642589
"2019-09-15" 0 0 13.7285714285714 -0.136814808933601 3.03018161802412 0.538114723952082 0.497001091858471 0 0 7.85257059001668
"2019-09-22" 0 0 14.3428571428571 1.69210265147425 -0.523967784380584 0.932106406834513 -2.39348858257483 0 0 4.55013633200449
"2019-09-29" 0 0 14.2571428571429 -0.751230767027644 1.38406925139447 1.32117323360038 0.35272962735584 0 0 5.80933594301932
"2019-10-06" 0 0 15.2142857142857 0.48945417339431 -0.276743732476949 0.331778426728036 0.242901601307015 0 0 4.82483901593758
"2019-10-13" 0 0 11.1 -0.083377497840629 -1.19820558497154 -0.985384750914333 0.499565673444507 0 0 3.79357616301301
"2019-10-20" 0 0 11.9857142857143 2.17704459065095 0.416820035771796 -1.27349859276555 -0.630170151571875 0 0 7.34815331180827
"2019-10-27" 0 0 10.2714285714286 0.278213680613847 0.982019498134194 0.152952235719023 -1.49842957342977 0 0 5.31057621814705
"2019-11-03" 0 0 8.94285714285714 1.65769097996358 0.601114648815268 -0.803729949481541 0.893997745813484 0 0 7.06765139846433
"2019-11-10" 0 0 7.68571428571429 1.43063477911554 -1.13003060421615 0.291717914336924 -2.23531462507815 0 0 6.79048242264579
"2019-11-17" 0 0 5.84285714285714 0.951385932625233 -0.250363250376791 -0.394054016322645 0.389095120814267 0 0 4.95741610120521
"2019-11-24" 0 0 5.55714285714286 -1.57449246706011 -0.362450385705134 -0.660572618498069 -0.352218899728363 0 0 7.29338455132236
"2019-12-01" 0 0 5.35714285714286 0.093783427657493 -0.868602901846695 0.160148234580514 1.2556690083457 0 0 5.88551750564592
"2019-12-08" 0 0 6.31428571428571 0.0709090398047075 -0.79396524515456 -0.379075375099396 -0.153803349075773 0 0 5.97197433076168
"2019-12-15" 0 0 5.82857142857143 0.847066062463445 1.08517742707061 0.871158019287418 0.48955145690561 0 0 7.0955378190329
"2019-12-22" 0 0 5.31428571428571 -1.09607366176524 -0.388994413737035 -1.20583998966828 -2.59676314994661 0 0 7.40011925471891
"2019-12-29" 0 0 5.97142857142857 1.1178286514895 1.56612032736159 1.23679589315281 0.40722222682057 1 0 4.53697778977566
"2020-01-05" 0 0 6.51428571428571 -0.34861161550028 -1.98045353119559 1.63210419011977 0.953023418575928 0 0 7.77360247662763
"2020-01-12" 0 0 6.17142857142857 -1.34521845940406 0.625615845199692 -0.897077604754637 1.67357087893081 0 0 7.6890840072904
"2020-01-19" 0 0 7.77142857142857 0.509242924589681 -0.290502510553686 -1.47776807381278 0.945029196494287 0 0 6.99306757339282
"2020-01-26" 0 0 6.14285714285714 1.1170948891455 -1.98086501220132 -0.239622488575026 1.34107547497896 0 0 5.2166442584795
"2020-02-02" 0 5.56 5.15714285714286 -0.306139754431661 1.1429879608405 0.531959242004976 -1.45792467035377 0 0 3.15242003590751
"2020-02-09" 0 0.792857142857143 7.12857142857143 0.957173291928849 -1.60044865186904 0.617225911900717 0.150342022111489 0 0 3.97338291266256
"2020-02-16" 0 4.75714285714286 6.02857142857143 1.79314451822364 1.74297220453483 0.250410734396876 -0.763056894929546 0 0 5.6615958719808
"2020-02-23" 0 0 6.18571428571429 -0.167752242684267 1.047806549953 -1.09403420778508 1.29969903741237 0 0 3.0788620015095
"2020-03-01" 0 0 7.02857142857143 -1.28155054501366 -0.391376938702202 0.365067549091505 0.24002652584107 0 0 6.97332440617771
"2020-03-08" 64.306 0 5.18571428571429 -1.09636496244012 -0.797429388785195 1.25436461961323 -0.16346456981491 0 0 7.4209354634594
"2020-03-15" 22.062 0 5.37142857142857 -0.528486720678675 1.87740379675722 -1.28325778157492 2.56125700292121 0 0 7.02316005965966
"2020-03-22" 4.274 0 8.1 -0.48259442759067 -0.0529434125254769 1.07914664610873 -0.729666305135093 0 0 6.06737042441453
"2020-03-29" 18.547 15.3442857142857 7.02857142857143 -0.735643100800666 0.510123759732217 -0.579587618508533 -0.254257001000614 0 0 7.62794539852269
"2020-04-05" 63.693 53.1757142857143 6.82857142857143 1.57916486491115 -0.267662580429829 1.25528868370951 -0.772233313387012 0 0 5.07947182053664
"2020-04-12" 3.25199999999998 0 7.72857142857143 1.64110685868687 -1.4170659909839 0.412157007466423 -0.453165067153708 0 1 6.35096999418232
"2020-04-19" -3.65599999999998 0 12.9 1.59473395067035 0.0883183703864289 0.808068426557738 -1.12635628748166 0 1 5.93899345614949
"2020-04-26" 14.667 0 8.82857142857143 1.95153738914669 -0.554772607206899 -0.600944324909977 -0.247155900189412 0 0 7.84178043563271
"2020-05-03" -9.738 0 11.5285714285714 1.14014520497503 1.11149944796742 0.709128225103113 0.356224576385081 0 0 6.04219045984186
"2020-05-10" 19.714 0 9.44285714285714 0.856114114296709 1.09725479893947 0.135412380457598 -1.99444516794525 0 0 7.66434397357604
"2020-05-17" 13.567 0 12.1285714285714 1.91204097592274 0.924811147736989 1.37472108552583 1.61699950731188 0 0 6.04337680135149
"2020-05-24" 7.584 -13.2285714285714 8.18571428571429 2.09300829488719 2.91439445820666 0.0193852390403514 -0.961813807998084 0 0 6.2851857477142
"2020-05-31" 12.657 -5.29142857142857 15.1714285714286 1.06249883824738 0.440330563766092 -0.300092234065766 -0.898556216877346 0 0 6.11538550176155
"2020-06-07" 25.427 0 15.7 0.974311975230348 2.0673127979197 1.1145035417776 0.2881939970046 0 0 6.94559792730094
"2020-06-14" 10.116 -3.7 13 1.70049238177933 0.710935906341122 -0.495672061250022 0.184147367364262 0 0 5.08240749483369
"2020-06-21" 11.431 5.55 14.2 1.10084714322847 0.0496147389050406 0.607135738505392 0.458158578214284 0 0 5.17266043690878
"2020-06-28" 5.24599999999998 -3.7 15.9857142857143 -0.226578545454319 0.461537810305025 0.855165397951406 0.943204988392289 0 0 6.32886557628088
"2020-07-05" 11.742 0 18.4857142857143 0.384241270829801 1.19198259535543 -0.79756234389191 -0.451877826266712 0 0 7.47616502688575
"2020-07-12" 18.272 3.83428571428571 15.0142857142857 0.214902518470749 0.565799434973978 0.419820970624306 1.22826150467023 0 0 7.93717814843088
"2020-07-19" -5.90100000000001 1.25571428571428 14.0428571428571 0.205597800200757 0.170973310453258 1.97589238803873 -1.25996741525032 0 0 8.33476818081613
"2020-07-26" 5.72800000000001 -1.32142857142857 16.0714285714286 -0.283206961193872 0.98083444668512 0.975760066435091 0.652217134654714 0 0 4.25918957816051
"2020-08-02" -10.653 -0.528571428571425 15.8428571428571 1.57057948194605 1.70801854250067 1.68421224779243 -1.452639071296 0 0 10.4256929586234
"2020-08-09" 12.034 1.05714285714286 17.5428571428571 0.407964775205837 1.61016856956318 1.37937007424815 0.309152611680458 0 0 6.71022367062545
"2020-08-16" 46.445 2.64285714285715 18.7285714285714 1.8981396594469 1.8779671397196 0.466827320773373 0.96914532680236 0 0 7.91444976670499
"2020-08-23" 53.775 0 20.6571428571429 0.927531398780625 1.08509729334947 2.16839797878135 0.734978738094093 0 0 5.73641376102837
"2020-08-30" -6.029 0 17.5142857142857 1.79767772989391 1.5592776644277 1.57810278208544 -1.25195143821826 0 0 6.8282679910368
"2020-09-06" -15.044 0 14.3285714285714 0.865466174706584 1.24449142811013 1.72042421200734 0.25173583727474 0 0 6.82762146267307
"2020-09-13" 9.08900000000006 -3.17142857142857 13.6285714285714 1.18930449875711 1.0082161594993 0.738698752342063 -0.14687146266111 0 0 7.59956358181764
"2020-09-20" 9.54999999999995 -0.528571428571432 14.9857142857143 -0.0963534120465683 1.00724437124515 0.00106729060226218 -1.67305745973256 0 0 6.674937772735
"2020-09-27" 31.957 1.39 16.4428571428571 1.05352864926443 -0.161203128918395 0.192416068542292 -2.38494577164322 0 0 7.13142431785918
"2020-10-04" -20.719 0 11.7428571428571 1.39494026759351 1.83313970229166 -0.662196765153038 -0.699170958656021 0 0 6.35211343219165
"2020-10-11" 17.968 0 11.1 2.42961406177538 0.853037896813134 0.476898665088502 -0.976108287692279 0 0 6.49444825256692
"2020-10-18" 27.56 0 11 0.531537280152202 -1.20581022547876 -2.14356476083806 0.904791568451854 0 0 7.65407352855869
"2020-10-25" -2.601 1.84999999999999 9.15714285714286 0.928191982528486 0.607588200496425 1.4844901572003 -1.29168898240941 0 0 6.99073257925815
